slug	url	raw_html_sha256	text_sha256	words	src_path
ch-43-hydropower-financial-model	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-43-hydropower-financial-model.html	3d3d8086b0984d49a10d8642af25e03dddca2fb01ebf296b94d7754e17eec52e	342e47057e7db755bb0427df9ec89993608a58ed276d6e29a5f886de8b193463	6538	/home/user/canon-corpus-src/investors-canon/chapters/ch-43-hydropower-financial-model.html
ch-44-evaluating-hydropower-stock	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-44-evaluating-hydropower-stock.html	af20d17d6541a1a7633857b6a24b0dc38e1df709356c4954530c0b3757f3b096	8009c81e7706de404e0fb6a2b510d0a8e7d111cd182cec3b0a5364b33438299c	5875	/home/user/canon-corpus-src/investors-canon/chapters/ch-44-evaluating-hydropower-stock.html
ch-45-philosophy-valuation	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-45-philosophy-valuation.html	6c8a54d1141988bcb8e4475d6575106a8b5aef990e6b8de4e01de7a21e383430	5205be9819576c3e146c0009533555cac9aca675fbc2f0493861ee285cae9578	6175	/home/user/canon-corpus-src/investors-canon/chapters/ch-45-philosophy-valuation.html
ch-46-dcf-valuation	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-46-dcf-valuation.html	fa111cf17b0064a358963509041afbd1fa8cf87cfd53dbf113c95170b6534fd4	66ace8e0012427296c6358a749846be74ca41e409e9f7b5059f762a69fc6d949	7331	/home/user/canon-corpus-src/investors-canon/chapters/ch-46-dcf-valuation.html
ch-47-relative-valuation-comps	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-47-relative-valuation-comps.html	9092461448f51e3d814cedbf508a546b27dc15bb8d663762a8d2946110aa014f	f6abe7523d9abb02c8d52eebdfc1215247badaab08063d19604cb0d290484dea	7532	/home/user/canon-corpus-src/investors-canon/chapters/ch-47-relative-valuation-comps.html
ch-48-dividend-discount-model	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-48-dividend-discount-model.html	6ca0b5d2a85ec25d0e9dc6904b364b7b2022a5690c7d98bc268ddd5da4ef9a86	4d6e50d602bd337be10171b017bc8418d63c5dca7384902414dc81afcff776fe	6323	/home/user/canon-corpus-src/investors-canon/chapters/ch-48-dividend-discount-model.html
ch-49-book-value-nav	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-49-book-value-nav.html	3de55a2c9de7cfda8d6922af13bf3e88c79d3f5620d9a8909df59ed345127465	962324bd5f1b44eac74657ce55349615caa4119124256f58a957ed27aa78c500	6712	/home/user/canon-corpus-src/investors-canon/chapters/ch-49-book-value-nav.html
ch-50-why-nepali-investors-lose	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-50-why-nepali-investors-lose.html	df9f353eae9b2438dd1e7641ac9859a758c593075b478f863ddbaa541882d2a7	3c1663c3ae2082622702e277d12faee08e3dc1bd8d7a81487986a650dccdbf6a	6285	/home/user/canon-corpus-src/investors-canon/chapters/ch-50-why-nepali-investors-lose.html
ch-51-core-behavioural-biases	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-51-core-behavioural-biases.html	9d2b763236d2d0806af1cea4763e3540da35a99fb433f4d51e7679f2c959b988	bba933bbfa15e1e83d79f4c7dec988b18a2b5856616f67e6af031eff259413b1	6104	/home/user/canon-corpus-src/investors-canon/chapters/ch-51-core-behavioural-biases.html
ch-52-building-investor-temperament	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-52-building-investor-temperament.html	4ba926db000cc480324c0770a75dc1f219c8e1bf2569a03eb4fb78f19727b765	8c2787b82c56919c8f3f96844457ad835e8e631b001dce1ddbf2084418a29434	8865	/home/user/canon-corpus-src/investors-canon/chapters/ch-52-building-investor-temperament.html
ch-53-behavioural-training-exercises	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-53-behavioural-training-exercises.html	dc3890ff7443acb1bf10e4f687cd011b2e85e173a0759af117da29cec2cd32c2	04683c3c0af5496705f6ef3dcd2d422b5d0411247777adfff11b12396c313974	6690	/home/user/canon-corpus-src/investors-canon/chapters/ch-53-behavioural-training-exercises.html
ch-54-liquidity-first-order-risk	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-54-liquidity-first-order-risk.html	bd52e510af1ca9baf047d8b215d2add67391de92b2e5430952d097fbb368ada5	f878483a99a297600a91c91b86117e574cfc14a2e1a1840c61ec2343800f2f1d	6416	/home/user/canon-corpus-src/investors-canon/chapters/ch-54-liquidity-first-order-risk.html
ch-55-exit-risk	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-55-exit-risk.html	2a568ccd1a4dec760afa2629237d83ffcfc54b3d3da62a3b087e497d1b03339e	b1b8b25ebc0d649c509872d15ed7da0c652f7b9f80747b81c3fb96513369e26a	6264	/home/user/canon-corpus-src/investors-canon/chapters/ch-55-exit-risk.html
ch-56-adv-rule	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-56-adv-rule.html	c5c9e72d5639b7fea31efb88b4d913bd78ee040bf782f96992c78c5b7d92f5f4	d06302e3d0837249f80f4ddd98baf9ed132c5900baf6d455a611ff267372b2ee	6898	/home/user/canon-corpus-src/investors-canon/chapters/ch-56-adv-rule.html
ch-57-free-float-allocation-limits	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-57-free-float-allocation-limits.html	8ec86dd3fc3e4389f154a670cd56589efa56278d62f09ac705db420b59906f48	2b7a2f786ec5eea4ab6b929d8eca8ed2041d1a66db1412c842514ad40ceef101	5399	/home/user/canon-corpus-src/investors-canon/chapters/ch-57-free-float-allocation-limits.html
ch-58-circuit-trap-exit-modelling	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-58-circuit-trap-exit-modelling.html	225237c349716dd944734ea0b8b15d0f35111260c4168237abba9fa553e9943b	47987a7ef8fa931b27313a383c0d98389e691ae5b1622a2b66d2a5886f154d86	6666	/home/user/canon-corpus-src/investors-canon/chapters/ch-58-circuit-trap-exit-modelling.html
ch-59-asset-allocation	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-59-asset-allocation.html	02c66f6bbe8f6a74879127ce130562af54c7ad6bf155fb96a15eef03418a86eb	96bca9925379f09d1aa8ac44fabfbce1ea9243d2600d18c246b14ddc0ee97051	7082	/home/user/canon-corpus-src/investors-canon/chapters/ch-59-asset-allocation.html
ch-60-equity-portfolio-construction	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-60-equity-portfolio-construction.html	0dd559b353fd7c604b5d096e71e65ad4e909d68cbb16587ea421428a103d02af	4ebed26625554b6ae784c4bdb68a75399108ad0c057326e691a4adb384275fff	5706	/home/user/canon-corpus-src/investors-canon/chapters/ch-60-equity-portfolio-construction.html
ch-61-portfolio-risk-management	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-61-portfolio-risk-management.html	d5fe0fa8a7ba9797d070e42147884ff2c8f25fad17b56ab07c67d471f75c7c4e	618f48952aae402363c167275ebdc716e358c555d77ad8eb47dd37117eb65370	5347	/home/user/canon-corpus-src/investors-canon/chapters/ch-61-portfolio-risk-management.html
ch-62-systematic-disciplined-investing	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-62-systematic-disciplined-investing.html	d65e3ef2021be73d15624e45dc7648269b43974dea077f29c3af98a25d2c1760	bbd318e3640ba8c33c7f1ed5458c38c112fbae77fc67cf71f0d324d03250bafb	6096	/home/user/canon-corpus-src/investors-canon/chapters/ch-62-systematic-disciplined-investing.html
ch-63-canon-scoring-philosophy	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-63-canon-scoring-philosophy.html	aaa217ca298eea129b05f5a5c51959f9f73fac0339d99b4c498d39cafbd620d1	db2c699e157646c3b679bf3a3a7538db492a5d60f702e4f2c675df60c7fe70fe	6724	/home/user/canon-corpus-src/investors-canon/chapters/ch-63-canon-scoring-philosophy.html
ch-64-seven-dimension-score	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-64-seven-dimension-score.html	da39a909393fcea8b69b7445da20fb2e8198be273ca5ddc397ce3005ce29b215	793845c2753d01e9ac8ca5097d46532ee7ae384aa0d3307daed10c84a7bcdf9a	4482	/home/user/canon-corpus-src/investors-canon/chapters/ch-64-seven-dimension-score.html
ch-65-sector-subscore-adjustments	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-65-sector-subscore-adjustments.html	1c5caf3dc74403f6e8bb605f43bc55e770f98225f7f169a755f7abe562924337	56ce1c7801b4c0104baa33174646b7a27802d28008bc809bf04beb3f28cb0ec5	6274	/home/user/canon-corpus-src/investors-canon/chapters/ch-65-sector-subscore-adjustments.html
ch-66-using-canon-score-portfolio	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-66-using-canon-score-portfolio.html	d52f4ed9ae4b1d39f9b091bd99985181adfbbce146c66f426c1fbd7502a4c930	73107997ecc15d9a24883d7e797bfc6aa05c1a926ec15cd3de7046c9f87812f5	6600	/home/user/canon-corpus-src/investors-canon/chapters/ch-66-using-canon-score-portfolio.html
ch-67-long-term-value-investing	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-67-long-term-value-investing.html	69c4441ad228b229c9638c5eae1d3b3efdeaabc69497cb3c5690d54ca7b72271	ba1f7f11b2870403f40431043915f68fe26b4e1f265595b5f03d86bcc9624051	6073	/home/user/canon-corpus-src/investors-canon/chapters/ch-67-long-term-value-investing.html
ch-68-dividend-income-strategy	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-68-dividend-income-strategy.html	3063e3966dea1508097f9a045e902f9202ec908eff17589f5d732390be1fa179	4fcb5352199c07a80bc24af9ddc93c418d1ddac38484bccc4d9a3e56c5af68c3	6707	/home/user/canon-corpus-src/investors-canon/chapters/ch-68-dividend-income-strategy.html
ch-69-ipo-rights-sector-rotation	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-69-ipo-rights-sector-rotation.html	3ad3ff257eb48b3ce332c3ad6a73d45b4a97dd761f42c9848055a144f36a5249	73a5fea76865b5c2384e7778394d9f812b9c4dd30dfa1b6dedb99a4c03bab47b	5840	/home/user/canon-corpus-src/investors-canon/chapters/ch-69-ipo-rights-sector-rotation.html
ch-70-research-tracking-systems	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-70-research-tracking-systems.html	025c9b59f6f7601e3d633b1fa70cd00a9a0984a9ba5b24612821f0b5f8ee2687	640fba07ab7f4d697411f06f419d7f41366624fadc11e082ae7ab8343ab80767	5639	/home/user/canon-corpus-src/investors-canon/chapters/ch-70-research-tracking-systems.html
ch-71-banking-sector-playbook	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-71-banking-sector-playbook.html	7ed335b947eaceb06f68ab8e3a492ee1d1147f805b2f928020907bf5ada50ee7	44226176926595d40716d90719b74ff216e1ad64ba1060826d4a480a30921a80	5738	/home/user/canon-corpus-src/investors-canon/chapters/ch-71-banking-sector-playbook.html
ch-72-hydropower-sector-playbook	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-72-hydropower-sector-playbook.html	f4c3ee94a520efc98b50956921094162897e0a117a2267bc1e7c15c23bab754b	08074fb6610340bf90db02265ebe7161f2b987ccc9594b014c470a77b49bf395	5637	/home/user/canon-corpus-src/investors-canon/chapters/ch-72-hydropower-sector-playbook.html
ch-73-microfinance-sector-playbook	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-73-microfinance-sector-playbook.html	bbb6da57b96ed5b11e594b2543bcb5f3d326fb1672347597b73d1b7f3f9cca60	0024cac015ba77c83a66833a88a66ee7a5b56c03b5dd763208cd5f4fc54ed896	5438	/home/user/canon-corpus-src/investors-canon/chapters/ch-73-microfinance-sector-playbook.html
ch-74-insurance-sector-playbook	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-74-insurance-sector-playbook.html	b718ea0e6eb81a75a6227256db7f2681b118c0077b72fa4a36e903839fc1048e	d9a3ac15e61966c22af9ac281bafe51888512cb2957e194eaa72944672b0b2d1	5434	/home/user/canon-corpus-src/investors-canon/chapters/ch-74-insurance-sector-playbook.html
ch-75-manufacturing-hotel-playbook	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-75-manufacturing-hotel-playbook.html	cfd62df7fed42dad3edbe4f65f5848533aa097e47c9d73e12e0dac6620661c84	96a051d863fd0e3f23f80634bfaa81c47b57a440dbfb19f78c2b09f5ebdbbe61	6681	/home/user/canon-corpus-src/investors-canon/chapters/ch-75-manufacturing-hotel-playbook.html
ch-76-liquidity-entry-exit-playbook	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-76-liquidity-entry-exit-playbook.html	cf6ec51aca60ad9ab6888d800f7697bdfaa06472902744e25c517a96aae52ffa	0ff14d246b693e77b12f968b0e2e254c5ff2d5288c3a9b56799ce32b22bc46f0	7018	/home/user/canon-corpus-src/investors-canon/chapters/ch-76-liquidity-entry-exit-playbook.html
ch-77-ipo-playbook	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-77-ipo-playbook.html	5feedfa75708c425a322b94e5e414898fbbe0a78e38f892d5c8b1a5fecfd9735	08d4d350132063eba397b0d69c213158e8091c1a3fed0e39b17093d0c3542b5f	5574	/home/user/canon-corpus-src/investors-canon/chapters/ch-77-ipo-playbook.html
ch-78-rights-issue-playbook	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-78-rights-issue-playbook.html	e9fdc6ec29716364373270f82974172c6a47f876f1a6533a9f2dfba0f474d483	0b91290e04fb493fad63025c0a3782a41f0c767df652f0fcf7e4f727881caafa	7165	/home/user/canon-corpus-src/investors-canon/chapters/ch-78-rights-issue-playbook.html
ch-79-backtesting-mindset	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-79-backtesting-mindset.html	1100908988d0a32a3f74c1e667bac8a5d283855f87a4c3f89a8725aa30e3b577	200831495745c58f52ee65a679bc590f7e3e88ade3421e679a441cad7d3993b6	5070	/home/user/canon-corpus-src/investors-canon/chapters/ch-79-backtesting-mindset.html
ch-80-calibrating-scoring-model	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-80-calibrating-scoring-model.html	91bd74412da4c1f8f7bf452b12c8218d3a4281940dda0b49229fb1dd246d9797	60f3b967ce1fa5a02ccbc75042e2cfaa1be36ac12b89268cf09765dae705e45e	5955	/home/user/canon-corpus-src/investors-canon/chapters/ch-80-calibrating-scoring-model.html
ch-81-testing-refining-exit-rules	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-81-testing-refining-exit-rules.html	afcd7ff36a8a8fcd33828863d6804737f959a2deae8b1e20af506a55ad6b09f8	7aae68e78bf2f32d8a4bc1703464b5a3a0feb44b359383527793428032f9f41e	5469	/home/user/canon-corpus-src/investors-canon/chapters/ch-81-testing-refining-exit-rules.html
ch-82-measuring-managing-model-drift	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-82-measuring-managing-model-drift.html	289553a510702de09cebf5d749a081ca1a511b31dc8e392a719c78f2ea7b67dd	5e3d2425b2a30a3b41df06a03a917bac0ec98a592b45a00e0edb28a4e456a1a8	4882	/home/user/canon-corpus-src/investors-canon/chapters/ch-82-measuring-managing-model-drift.html
ch-83-case-study-commercial-bank	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-83-case-study-commercial-bank.html	75d6778c72e0c3eec77fe0c50be4ee7cce9c16a9e2b0dfbc7f3212392387a64d	2e9dc14aa444ce8c567e6bc6a99f083484a8b9524d07a6e9287c628249a7fd15	6722	/home/user/canon-corpus-src/investors-canon/chapters/ch-83-case-study-commercial-bank.html
ch-84-case-study-hydropower-plant	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-84-case-study-hydropower-plant.html	5ab87a0b49c4cc6e3cc1f564da08ccb10ecbcc83701dcd964a00796a795eb1ff	0b32e0a3d7edfbcf13490b88be6a7152c003257ca8f3d3e0a744119e9e58693b	6841	/home/user/canon-corpus-src/investors-canon/chapters/ch-84-case-study-hydropower-plant.html
ch-85-case-study-microfinance-institution	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-85-case-study-microfinance-institution.html	e65424bd3199a3ea85e5f3a6715e486fe4119effd9344e0a981c2425fc6ca3a4	b818fe0c09eb196ff747306f126f2f6d10194f05c351f043fa58ed50a32e6548	5161	/home/user/canon-corpus-src/investors-canon/chapters/ch-85-case-study-microfinance-institution.html
ch-86-case-study-manufacturing-company	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-86-case-study-manufacturing-company.html	422d2b528cdd5435dd406be3526c79afe76bdf458fd05aaa64206f126caded12	eb2c44d72442c7c97e8149227df8709db8ccb15f3e0a29ba5e926feaa8187ee8	5002	/home/user/canon-corpus-src/investors-canon/chapters/ch-86-case-study-manufacturing-company.html
ch-87-case-study-rights-issue	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-87-case-study-rights-issue.html	0970782072676f0915d132666608172ddcc265653b47ffbb2e6070bbb87e532d	09ea1f7a3c032349c36a4d27f3f59d07f69ea4cc8f9f7fc785277b73166702fa	7135	/home/user/canon-corpus-src/investors-canon/chapters/ch-87-case-study-rights-issue.html
ch-88-case-study-ipo-analysis	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-88-case-study-ipo-analysis.html	1a83ea3d1ed05969030a8e378376c04e82ee2faace928338013f7a3f51d4eecd	c787c3986b8c86a54f37f7b698f8a422aa731eedbf17ae950ccbaf1e4794051e	6807	/home/user/canon-corpus-src/investors-canon/chapters/ch-88-case-study-ipo-analysis.html
ch-89-case-study-bank-failure	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-89-case-study-bank-failure.html	7cd0d64d4101ef7d7d26e2a05f1022fb0551d9d3da805500997aa47bcb7999c6	35717db2be36be6334b27b0c2a0a91e0a9d326c69fa5cd0bd62fff05466c52f4	7099	/home/user/canon-corpus-src/investors-canon/chapters/ch-89-case-study-bank-failure.html
ch-90-case-study-nepse-mania	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-90-case-study-nepse-mania.html	3ada167cd2526731bd098762e82ca89b629c483a5d118970a75dd6200f4c24bd	f29a0b2da590aa7d325c08fd979de1bf269186bc6ee000f0547ff2080af1d332	7701	/home/user/canon-corpus-src/investors-canon/chapters/ch-90-case-study-nepse-mania.html
ch-91-case-study-hydropower-overrun	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-91-case-study-hydropower-overrun.html	ddbeaf46f47981508aaa5d1de84892595811f786aface4bdd701ea2151696ef7	206c6324508ed942afe4f2866e7ce2edf15aea81a0af42977ac06999081bd56b	7344	/home/user/canon-corpus-src/investors-canon/chapters/ch-91-case-study-hydropower-overrun.html
ch-92-case-study-insurance-company	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-92-case-study-insurance-company.html	1433b1bc7b4d4c55067d2f42d4c3b7ce1cd7cd779aa23188b761ebcee3502026	7c93beef7fe27e3313e92ddb20b1027234a1b658e8ae3a393fcd4e1a9bd96fa2	6335	/home/user/canon-corpus-src/investors-canon/chapters/ch-92-case-study-insurance-company.html
ch-93-case-study-hotel-investment	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-93-case-study-hotel-investment.html	a691b8130ccf6ce155ef3eb216fa16a7d63101afd4304bc85e3ff824d12dca0a	2b0897340bf528d6285fe24559031fb1d642e4eca8e8322d2cea42a783e11d0a	6660	/home/user/canon-corpus-src/investors-canon/chapters/ch-93-case-study-hotel-investment.html
ch-94-daily-weekly-monthly-annual-routines	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-94-daily-weekly-monthly-annual-routines.html	90f619f06ac84863d7651ac5543be83805b09c8590f73ec9ded13433078b1e4f	4f104bd3fba5e28769b719287054102a6906ea2975dacbf59038bd0fdf0ea2ab	5775	/home/user/canon-corpus-src/investors-canon/chapters/ch-94-daily-weekly-monthly-annual-routines.html
ch-95-investment-constitution	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-95-investment-constitution.html	3092db45ca0fbaa4e7a3e9f64443785d4756610626712fdb9a8af4bac9cb106e	83db3a70769d98d68d6a0002988db17b4b0db7b9795ebf9ead83aca0747b3641	6532	/home/user/canon-corpus-src/investors-canon/chapters/ch-95-investment-constitution.html
ch-96-overriding-the-model	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-96-overriding-the-model.html	eca167071641e883e0727bd26c9a81382d42cf4c45651671bb9c89131a5f0216	a63a2f64525d4ce41a772c65cf8b54453dc60d472ce2cf96e295441705de87d0	5944	/home/user/canon-corpus-src/investors-canon/chapters/ch-96-overriding-the-model.html
ch-97-drawdown-loss-rules	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-97-drawdown-loss-rules.html	ecb4ea815db6b46387f75823f34ee4993c7a2bca6a56f1ed7643b308aa1ff712	d6a2858ae474ff5ddee7aaa61b174d63b4396038b55eae386540221a1cca88c4	6798	/home/user/canon-corpus-src/investors-canon/chapters/ch-97-drawdown-loss-rules.html
ch-98-constitution-review-protocol	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-98-constitution-review-protocol.html	4f724d3dee5c7b000013c6fc76be7fad07633010482a5ec471828642a58854fe	64d254fde97b0beca193bccbf2229541a748d42990768a0c43fc423eabb971af	5929	/home/user/canon-corpus-src/investors-canon/chapters/ch-98-constitution-review-protocol.html
ch-99-full-investment-memo	https://santoshkumaradhikari.com.np/investors-canon/chapters/ch-99-full-investment-memo.html	e03a7ea1032be4488562847f966fccc7ccb18537bda5b40daeb836edc4029428	62e04b3c98ebfde77085502c0c6a8136f17ba398176362f9b9d0fa68b9263ac8	6293	/home/user/canon-corpus-src/investors-canon/chapters/ch-99-full-investment-memo.html
research-nabil-bank	https://santoshkumaradhikari.com.np/research/nabil-bank/	0d6ca0d201405143b8584c1c3c89156922a988d82e531ca6f43794bb3d470b83	9cccaa8ec350ea487def35f07bb1f3074df82fe7b2a9d789d4d9318afebd4c72	620	/home/user/canon-corpus-src/research/nabil-bank/index.html
research-chilime-hydropower	https://santoshkumaradhikari.com.np/research/chilime-hydropower/	e94080bae449d6797d8b9431ac919f90cf3cc01ff7e04e41146218971456181b	165cf5103f14dcc3e3fc6e178a9147f1b3075ee757bc90d07d347c880be45746	970	/home/user/canon-corpus-src/research/chilime-hydropower/index.html
home	https://santoshkumaradhikari.com.np/	87e7acbc47c1ac99f07547e7ada9c710ef4947ccdbc3105a9d43cc2f89e9cddf	90846a3912d7a66643ce44594cc6eef7a31bb1af0ac326266fffa79ae5be633c	320	/home/user/canon-corpus-src/index.html
